workerid,proliferate.condition,age,american,comments,gender,language,error
2075,default,49,Yes,no comment,Male,English,
2184,default,34,Yes,,Male,English,
2113,default,38,Yes,,Female,English,
2009,default,19,Yes,,Female,English,
2225,default,66,Yes,perhaps WHAT!?!?,Male,english,
2142,default,21,Yes,,Female,English,
2256,default,34,Yes,,Male,English,
2148,default,20,Yes,,Female,English,
2236,default,19,Yes,No comment,Male,English,
2001,default,31,Yes,,Male,English,
2058,default,21,Yes,,Female,English,
2170,default,37,Yes,,Male,English,
2116,default,24,Yes,The emphasis seemed to change when there was a confirmation of truth in the second half.,Female,English,
2105,default,20,Yes,,Male,English,
2138,default,32,Yes,,Male,English,
2093,default,20,Yes,n/a,Female,English,
2011,default,32,Yes,,Female,english,
2128,default,20,Yes,,Female,English,
2089,default,18,Yes,,Male,English,
2076,default,25,Yes,the second half was a lot more difficult when deciding where to put the slider,Female,English,
2125,default,26,Yes,,Male,English,
2141,default,25,Yes,,Male,English,
2255,default,70,Yes,"No, Thanks",Male,English,
2022,default,58,Yes,,Female,english,
2090,default,26,Yes,,Female,english,
2122,default,19,Yes,,Female,english,
2135,default,28,Yes,,Male,english,
2064,default,22,Yes,,Female,english,
2195,default,33,Yes,,Female,English,
2005,default,23,Yes,,Male,English,
2257,default,55,Yes,,Female,English,
2151,default,25,Yes,,Female,english ,
2201,default,37,Yes,,Male,english,
2153,default,27,Yes,,Female,English,
2020,default,21,Yes,,Female,English,
2214,default,27,Yes,"Most of the answers work I felt, so there weren't many outright no's",Male,English,
2158,default,31,Yes,,Male,English,
2161,default,22,Yes,,Male,English,
2238,default,27,Yes,,Male,English,
2246,default,38,Yes,,Female,English,
1995,default,30,Yes,,Male,English,
2215,default,22,Yes,,Female,English,
2068,default,28,Yes,,Other,English,
2087,default,28,Yes,,Male,English,
2039,default,31,Yes,Very difficult to assess the speaker's certainty with little context to the conversation and with nested levels of reference. Interesting study,Female,English,
2057,default,33,Yes,,Male,English,
2069,default,40,Yes,,Female,English,
2115,default,25,Yes,,Female,English,
2167,default,30,Yes,,Female,english,
2108,default,34,Yes,,Male,English,
2033,default,21,No,,Male,Korean,
2159,default,34,Yes,"Wasn't sure exactly what was meant by ""does this sentence sound good"". That was the only thing that was confusing",Female,english,
2209,default,24,Yes,I HAVE NO COMMENTS,Male,English,
2073,default,20,Yes,,Male,english,
2085,default,21,Yes,,Other,english,
2200,default,29,Yes,,Male,english,
2106,default,25,Yes,,Male,egnlish,
2019,default,66,Yes,"The word ""perhaps"" makes the rest of the statement questionable.",Female,English,
1997,default,25,Yes,,Female,english,
2196,default,38,Yes,survey was interesting and awesome ,Male,English,
2035,default,24,Yes,,Female,English,
2053,default,20,Yes,n/a,Female,english,
2078,default,29,Yes,,Male,English,
2234,default,45,Yes,"""Sounds Good"" is kind of vague. Does it sound like a reasonable response which is grammatically correct? Yes. Is it what a native English speaker would be likely to say naturally in response? Not so much.",Female,English,
2190,default,52,Yes,,Male,English,
2103,default,28,Yes,,Male,English,
2194,default,23,Yes,,Female,English,
2229,default,24,Yes,,Male,english,
2054,default,47,Yes,,Male,English,
2177,default,33,Yes,,Male,English,
2059,default,49,Yes,,Female,English,
2110,default,23,Yes,,Male,English,
2241,default,37,Yes,All of these felt very rigid.  I don't think I've ever heard a native English speaker talk in such a formal manner while having a casual conversation.,Male,English,
1998,default,31,Yes,no,Female,English,
2025,default,35,Yes,interesting study,Male,english,
2140,default,25,Yes,"For the second part of the study, I wasn't exactly sure what was meant when it asked ""does it sound good"". Going in to the survey I thought that it meant that the tone of the response was either positive or negative. In retrospect, I am guessing that it was asking how natural/normal the response seemed. The instructions were not entirely clear to me.",Male,English,
2198,default,36,Yes,"I never want to hear the word ""perhaps"" again after this. I rarely get annoyed at a survey, but couldn't you have had a little more variety in the selection of words. ",Male,English,
2189,default,37,Yes,,Male,English,
2126,default,22,Yes,,Female,English,
2034,default,29,Yes,,Female,English,
2081,default,19,Yes,,Male,English,
2050,default,34,Yes,,Female,English,
2160,default,36,Yes,Some of them were difficult to judge because lack of context that would help clarify some of them but I think I did okay.,Male,English,
2088,default,20,Yes,,Female,English,
2192,default,58,Yes,Really curious about exactly what the data will be used for. AI algorithm training???,Male,English,
2239,default,25,Yes,,Male,English,
2202,default,40,Yes,no comments,Male,english,
2136,default,28,Yes,,Female,English,
2109,default,24,Yes,,Female,English,
2169,default,45,Yes,,Male,English,
2176,default,38,Yes,I was paying attention but I'm not sure which four questions I was supposed to definitely know the right answer to. ,Female,English,
1993,default,21,Yes,N/A,Female,English,
2096,default,18,Yes,,Female,English ,
2129,default,22,Yes,,Female,English,
2123,default,21,Yes,,Female,English,
2180,default,36,Yes,No comments,Male,English,
2112,default,39,Yes,,Male,English,
2222,default,19,Yes,,Female,ENGLISH,
2097,default,34,Yes,,Female,English,
2203,default,29,Yes,,Female,English,
2224,default,26,Yes,,Female,English,
2213,default,33,Yes,"I mean, the responses weren't terrible. They were proper English. But they were also dumb, like who follows up with ""yes, there are blueberries"" Made this survey kinda confusing. ",Female,English,
2080,default,51,Yes,"Little tricky to actually assess the statements.  I was a little confused but did the best I could.
",Female,English,
2043,default,42,Yes,,Female,English,
2173,default,36,Yes,,Female,english,
2212,default,26,Yes,,Male,English,
2062,default,31,Yes,,Female,English,
2040,default,64,Yes,,Female,english,
2056,default,30,Yes,,Female,English,
2191,default,31,Yes,,Female,english,
2130,default,33,Yes,"It can be difficult to say whether a response is ""good"" without a little more context to the conversation.",Female,English,
2240,default,61,Yes,,Female,English,
2157,default,27,Yes,"I do not use the word ""perhaps"" very often in my day to day life so after awhile, it made me second guess my answers. That being said, I do hear that word when I'm watching people speak non-American English.",Male,English,
2193,default,56,Yes,,Female,English,
2227,default,51,Yes,,Male,English,
2249,default,34,Yes,,Female,English,
2133,default,23,Yes,,Male,English,
2120,default,32,Yes,,Female,english,
2217,default,27,Yes,,Female,english,
2147,default,19,Yes,,Male,English,
2063,default,31,Yes,,Female,English,
2253,default,39,Yes,,Male,English,
2174,default,24,Yes,,Female,English ,
2219,default,35,Yes,,Male,English,
2152,default,27,Yes,,Male,English,
2164,default,52,Yes,Thank you. ,Female,English,
2197,default,32,Yes,,Female,English,
2015,default,26,Yes,I read all of these in a British accent for some reason? I think it's because I don't hear many Americans use the word perhaps? Strange ,Other,English,
2042,default,33,Yes,,Male,Engrish,
2185,default,28,Yes,,Other,English,
2220,default,33,Yes,,Female,English,
2121,default,24,Yes,,Male,English,
2156,default,36,Yes,I don't understand why there's a sliding scale- the questions are extremely black and white and I don't remember instructions stating why we would need the scale.,Female,english,
2252,default,44,Yes,It was harder then I expected and I hope I did it right,Male,english,
2052,default,25,Yes,,Male,"lushootseed, english",
2102,default,19,Yes,,Female,english,
2101,default,36,Yes,none,Male,English,
2232,default,23,Yes,No additional comments,Male,English,
2226,default,59,Yes,No comments.,Female,English,
2046,default,20,Yes,,Female,english,
2124,default,21,Yes,,Male,English,
