workerid,proliferate.condition,age,american,comments,gender,language,error
3463,default,26,Yes,"Even as a native english speaker, none of the sentences flowed very well. I'm not sure if they were intentionally structured in such a way, but they did not feel natural.  ",Other,English,
3556,default,27,Yes,,Female,English,
3526,default,18,Yes,,Female,English,
3496,default,40,Yes,Interesting ,Male,Englisgh,
3582,default,33,Yes,"It is very vague when the instructions are asking if the response is ""good"". I took good to mean proper, so the responses were all proper, in my opinion. I didn't think the blatant disagreement with something the original speaker knows was a ""good"" thing so I marked those as less of a yes.",Female,English,
3430,default,18,Yes,,Female,English,
3425,default,39,Yes,,Male,English,
3330,default,21,Yes,,Female,English,
3365,default,43,Yes,,Female,english,
3555,default,32,Yes,,Female,english,
3471,default,21`,Yes,,Female,english,
3379,default,28,Yes,,Female,English,
3358,default,25,Yes,,Female,English,
3401,default,20,Yes,,Male,English,
3566,default,21,Yes,,Female,English,
3368,default,24,Yes,,Female,English,
3397,default,25,Yes,,Male,English,
3510,default,20,Yes,,Female,english,
3344,default,29,Yes,None at this time.,Female,English,
3478,default,21,Yes,,Female,English,
3389,default,44,Yes,,Male,English,
3573,default,33,Yes,,Female,English,
3568,default,18,Yes,,Female,English,
3571,default,31,Yes,This survey was very nice.,Male,American English,
3461,default,19,Yes,,Female,English ,
3416,default,33,Yes,,Female,English,
3357,default,30,Yes,,Female,English,
3324,default,19,Yes,"For part one, some of the responses were phrased in a strange manner, so I wasn't fully sure if they would be proper responses.",Other,English,
3544,default,24,Yes,,Female,English,
3520,default,19,Yes,,Female,english ,
3392,default,20,Yes,I'm guessing these proposed sentences were computer sentences were computer generated? The conversations in the second half felt really incoherent to read honestly.,Male,English,
3382,default,27,Yes,n/a,Female,English,
3345,default,34,Yes,"I will say many of these did not sound like ""free flowing"" conversation which you would overhear between two native speakers. However, they were technically correct. Fun study! ",Female,English,
3524,default,28,Yes,,Female,english,
3388,default,49,Yes,,Male,English,
3558,default,24,Yes,,Female,English,
3569,default,37,Yes,,Male,English,
3554,default,22,Yes,Thank you!,Female,English,
3563,default,30,Yes,,Male,English,
3542,default,32,Yes,no comment,Female,English,
3350,default,22,Yes,N/A,Female,english,
3395,default,21,Yes,,Male,English,
3367,default,20,Yes,,Female,English ,
3575,default,30,Yes,,Female,English,
3356,default,23,Yes,,Female,english,
3338,default,29,Yes,,Male,English,
3477,default,22,Yes,,Female,English,
3551,default,59,Yes,,Male,English,
3337,default,35,Yes,"Some of these were tricky, and they made me think.",Female,English,
3432,default,33,Yes,,Female,English,
3427,default,29,Yes,,Male,English,
3508,default,22,Yes,,Female,English,
3352,default,26,Yes,n/a,Female,English,
3366,default,21,Yes,,Female,English,
3396,default,47,Yes,,Male,English,
3408,default,25,Yes,,Female,english,
3564,default,19,Yes,,Male,English,
3513,default,40,Yes,,Male,English,
3481,default,27,Yes,,Female,English,
3562,default,24,Yes,,Female,English,
3325,default,30,Yes,Thank you for allowing me to participate ,Male,English,
3521,default,27,Yes,,Female,english,
3560,default,30,Yes,"Second half of most responses are superfluous, and while technically correct, aren't really useful, since they are implied by the first half.",Other,English,
3489,default,24,Yes,,Female,english,
3421,default,22,Yes,,Female,English and Spanish,
3498,default,39,Yes,,Female,English,
3334,default,29,Yes,The study is nice,Male,English,
3506,default,26,Yes,,Female,ENglish,
3405,default,24,Yes,,Male,English,
3460,default,25,Yes,,Female,english,
3437,default,32,Yes,,Female,English,
3474,default,41,Yes,,Male,English,
3579,default,45,Yes,,Male,English,
3570,default,22,Yes,,Female,English,
3335,default,37,Yes,,Male,English,
3322,default,29,Yes,,Female,English,
3351,default,23,Yes,,Female,English,
3512,default,23,Yes,,Female,english,
3400,default,34,Yes,,Male,English,
3484,default,30,Yes,,Female,English,
3448,default,25,Yes,N/A,Female,English,
3442,default,29,Yes,"This was an interesting experiment, I enjoyed the exercises.",Male,English,
3576,default,20,Yes,,Female,english,
3550,default,23,Yes,,Female,English,
3465,default,29,Yes,"what do you mean by a response being ""good""?",Female,english,
3336,default,22,Yes,,Female,English,
3423,default,19,Yes,,Female,english,
3494,default,24,Yes,,Female,Arabic,
3452,default,20,Yes,,Female,ENGLISH,
3433,default,25,Yes,,Female,English,
3503,default,24,Yes,"Curious to know what ""sounds good"" actually means.",Female,English,
3410,default,27,Yes,n/a,Female,English,
3413,default,23,Yes,,Female,English,
3434,default,19,Yes,,Female,Enlgish,
3445,default,19,Yes,,Female,English,
3493,default,30,Yes,,Female,english,
3516,default,18,Yes,,Female,Spanish,
3515,default,22,Yes,,Female,English,
3567,default,21,Yes,,Female,English,
3525,default,23,Yes,The word 'so' would go a long way in making some of these sentences sound better.,Male,Englishs,
3565,default,50,Yes,,Male,English,
3369,default,25,Yes,,Male,ENGLISH,
3387,default,22,Yes,,Female,english,
3479,default,27,Yes,,Female,English,
3501,default,24,Yes,,Female,english ,
3323,default,33,Yes,,Male,English,
3450,default,24,Yes,,Female,English,
3444,default,21,Yes,,Female,English,
3574,default,27,Yes,,Female,English,
3372,default,25,Yes,,Male,English,
3429,default,20 ,Yes,I find that I have difficulty with these types of reading comprehension tasks. I did enjoy this one though. Thank you!,Female,English,
3476,default,20,Yes,,Female,English,
3518,default,22,Yes,,Male,English,
3527,default,34,Yes,It's a trickish one though interesting.,Female,English,
3428,default,22,Yes,,Female,English,
3370,default,36,Yes,,Male,English,
3332,default,26,Yes,,Male,english,
3519,default,21,Yes,,Female,ENGLISH,
3380,default,24,Yes,,Female,english,
3514,default,25,Yes,None,Male,English,
3419,default,25,Yes,,Female,English,
3473,default,20,Yes,,Female,english,
3538,default,21,Yes,,Female,english,
3328,default,41,Yes,,Male,english,
3529,default,20,Yes,N/A,Female,English,
3333,default,29,Yes,,Female,English ,
3377,default,30,Yes,,Female,English,
3381,default,45,Yes,,Male,English,
3449,default,21,Yes,,Female,English,
3361,default,23,Yes,,Female,English,
3495,default,28,Yes,,Female,English,
3414,default,22,Yes,,Female,English,
3561,default,50,Yes,,Female,English,
3488,default,39,Yes,,Male,english,
3417,default,21,Yes,,Female,English,
3436,default,24,Yes,,Female,en_US,
3404,default,36,Yes,,Male,english,
3462,default,20,Yes,,Male,English,
3354,default,22,Yes,,Female,English,
3532,default,26,Yes,,Female,English,
3472,default,26,Yes,,Female,English,
3422,default,25,Yes,,Female,English,
3384,default,25,Yes,,Female,English,
3359,default,23,Yes,,Female,English,
3470,default,41,Yes,Great,Male,English,
3536,default,19,Yes,,Female,English,
3424,default,30,Yes,,Female,English,
3378,default,46,Yes,good study,Male,English,
3362,default,21,Yes,"All of these conversations sound extremely odd, and I wasn't really sure what it meant for the responses to sound ""good,"" but they were all consistent with the original statements' topics.",Male,English,
3528,default,29,Yes,,Female,English,
3342,default,32,Yes,,Female,Emglish,
3572,default,29,Yes,,Female,English,
3406,default,24,Yes,,Other,english,
3435,default,25,Yes,,Female,English,
3451,default,23,Yes,,Female,ENGLISH,
3348,default,25,Yes,,Female,English ,
3548,default,25,Yes,"I think it would be important to have the instructions available throughout the whole experiment. In the first part, I was doubting that I was answering correctly because I thought all the sentences were very awkward and not something that would be said in real life.. but was pretty sure they were grammatically correct. I kept questioning myself on how I should answer.",Female,English,
3363,default,28,Yes,,Male,English,
3577,default,26,Yes,,Male,English,
3346,default,31,Yes,"The second half of the survey was challenging. What is used to determined if it is ""good"" or not? If it makes sense? If it is something someone would actually say? The ""responses"" were not something anyone would actually say in a real conversation, in my opinion.",Female,English,
3447,default,22,Yes,,Female,english,
3331,default,19,Yes,,Female,English,
3523,default,23,Yes,,Female,English,
3386,default,34,Yes,,Female,English,
3492,default,28,Yes,,Female,English,
3349,default,27,Yes,n/a,Female,English,
3522,default,33,Yes,,Female,English,
3394,default,38,Yes,,Female,English,
3375,default,45,Yes,I like this experiment,Male,English,
