workerid,proliferate.condition,age,american,comments,gender,language,error
3008,default,24,Yes,,Male,English,
2862,default,23,Yes,,Female,English,
2895,default,23,Yes,,Female,English,
2816,default,22,Yes,,Other,english,
3034,default,20,Yes,,Female,English,
3005,default,22,Yes,,Female,English,
2812,default,23,Yes,,Female,English,
3000,default,27,Yes,,Male,English,
2882,default,21,Yes,,Female,English,
2996,default,21,Yes,,Female,English,
2982,default,30,Yes,,Female,English,
2901,default,31,Yes,,Female,English,
2972,default,29,Yes,,Female,English ,
3027,default,31,Yes,,Female,English,
2902,default,32,Yes,,Female,english,
2961,default,22,Yes,,Female,English,
2830,default,23,Yes,,Female,English,
2873,default,18,Yes,,Female,English,
2955,default,44,Yes,The survey was interesting.,Male,English,
2805,default,31,Yes,"None, thank you!",Female,English,
3038,default,21,Yes,,Female,English,
3032,default,21,Yes,,Female,English,
2811,default,27,Yes,"Sometimes I was confusing whether or not the response was supposed to sound okay, or if i thought it was a truly good way to respond to the statement in the first half",Female,english,
3024,default,23,Yes,,Female,English,
3055,default,19,Yes,,Female,English,
2837,default,37,Yes,"This was interesting, and had me second guessing the second part of the exercise.  I really didn't think saying a statement and then saying ""yes that's true, but"" was the way to answer.  If you're going to negate the statement, you don't say yes that's true in your response.  The only responses I was not sure about, were the ones that were opinion-based.",Female,English,
3043,default,25,Yes,,Female,English,
2840,default,24,Yes,,Female,english,
2823,default,25,Yes,,Female,English,
2970,default,50,Yes,"I was able to understand the meaning of the statements and responses however I felt the responses could have been more clear with a few more words,",Male,English,
2984,default,18,Yes,,Female,English,
2967,default,25,Yes,,Female,English,
2831,default,37,Yes,None,Male,English,
2973,default,23,Yes,,Female,English,
2856,default,28,Yes,,Female,English,
2956,default,25,Yes,"The ""sounds good"" question is unclear. Did you mean grammatically or in a normative way?",Female,english,
2889,default,21,Yes,,Female,English ,
3018,default,41,Yes,,Female,english,
2986,default,21,Yes,,Female,English,
2875,default,24,Yes,,Female,english,
2874,default,22,Yes,no,Female,english,
2988,default,36,Yes,,Female,English,
2871,default,36,Yes,It is an educative study.,Male,English Language,
2958,default,21,Yes,,Female,english,
2794,default,28,Yes,,Female,English,
3035,default,18,Yes,,Female,English,
3054,default,19,Yes,,Female,English,
2827,default,20,Yes,,Female,English,
3004,default,25,Yes,Very interesting study,Female,English,
2815,default,20,Yes,,Female,English,
2843,default,20,Yes,,Female,english,
2950,default,24,Yes,,Female,english ,
2936,default,21,Yes,"none, thank you",Female,English,
2893,default,24,Yes,,Female,English,
2808,default,21,Yes,,Female,English,
3056,default,19,Yes,,Female,English,
2939,default,25,Yes,,Female,English,
2925,default,23,Yes,,Female,English,
2868,default,28,Yes,,Female,English,
2836,default,23,Yes,,Female,English,
2829,default,20,Yes,,Female,English,
2993,default,18,Yes,,Female,English,
2910,default,21,Yes,,Female,English,
3052,default,45,Yes,very good work.,Male,english,
2914,default,20,Yes,,Female,English,
2953,default,22,Yes,,Female,english,
2894,default,22,Yes,,Female,english,
2851,default,28,Yes,,Female,English,
2971,default,21,Yes,,Male,English,
2861,default,19,Yes,,Female,English,
2802,default,28,Yes,,Male,English,
3045,default,22,Yes,,Female,English,
2962,default,21,Yes,,Female,English,
2929,default,22,Yes,"I felt like the use of the word ""good"" was very generalized and it was hard to tell what the survey creator meant by this.",Female,English,
2985,default,20,Yes,,Female,tagalog,
2978,default,22,Yes,,Female,English,
2927,default,26,Yes,,Female,English,
2991,default,20,Yes,,Female,english,
2981,default,21,Yes,,Female,English,
2881,default,20,Yes,,Female,English,
2853,default,21,Yes,,Female,"English, Tamil",
2944,default,20,Yes,,Female,"Polish, English",
2994,default,30,Yes,"That really tested me, I don't feel confident in my answers haha!",Female,English,
2804,default,25,Yes,,Female,English,
2898,default,20,Yes,,Female,English,
2924,default,29,Yes,n/a,Female,English,
2977,default,18,Yes,,Female,english,
2832,default,38,Yes,,Female,english,
2922,default,23,Yes,,Male,English,
2877,default,27,Yes,,Female,English,
2814,default,27,Yes,It is really a great study.,Female,English,
3013,default,26,Yes,,Female,English,
2968,default,22,Yes,n/a,Male,English,
2998,default,31,Yes,,Female,english,
2807,default,18,Yes,,Male,english,
3026,default,25,Yes,,Female,English,
2817,default,22,Yes,,Female,English,
3021,default,20,Yes,,Female,English,
2854,default,19,Yes,,Female,English,
2928,default,31,Yes,,Male,English,
2828,default,27,Yes,,Female,English,
2876,default,19,Yes,,Female,English,
2800,default,26,Yes,,Male,English,
2909,default,22,Yes,,Female,English,
3048,default,20,Yes,,Female,English,
2942,default,22,Yes,,Female,english,
2918,default,19,Yes,,Female,english,
2839,default,25,Yes,,Female,English,
2859,default,22,Yes,,Female,English,
2974,default,24,Yes,,Female,English,
2916,default,21,Yes,,Female,English,
3002,default,26,Yes,,Female,English,
2810,default,20,Yes,,Female,english,
2896,default,25,Yes,,Female,English,
2847,default,31,Yes,,Female,English,
2820,default,32,Yes,,Female,English,
2976,default,20,Yes,,Female,ENGLISH,
2867,default,30,Yes,"I was confused about some of the statements that had ""perhaps"" in them, sometimes the actions could have been known by the person speaking, or not.",Female,English,
2886,default,30,Yes,,Female,english,
2866,default,25,Yes,,Female,English,
2906,default,27,Yes,,Female,English ,
3009,default,23,Yes,,Female,English,
2803,default,24,Yes,,Female,english,
2887,default,19,Yes,,Female,"English, Hindi, Urdu",
3025,default,21,Yes,,Female,English,
3030,default,23,Yes,"it is hard to tell what the question is asking for becuase of the word ""good"" does it mean appropriate? makes sense? correct?   Also I felt like maybe the people were just disagreeing with each other in the conversational part",Female,english,
2883,default,23,Yes,,Female,English,
2926,default,19,Yes,NA,Female,english,
2818,default,35,Yes,,Male,English,
2937,default,19,Yes,No comments,Female,English,
3006,default,23,Yes,,Female,English,
2952,default,29,Yes,A nice experiment to come by,Male,English,
2888,default,28,Yes,,Female,English,
2938,default,21,Yes,,Female,english,
2890,default,21,Yes,,Female,English,
3039,default,21,Yes,,Female,english,
2930,default,22,Yes,,Female,English,
2855,default,31,Yes,,Female,English,
2907,default,22,Yes,,Female,english,
2947,default,20,Yes,,Other,English,
2864,default,22,Yes,,Female,English,
2904,default,19,Yes,None! Thank you!,Female,English,
2885,default,26,Yes,,Male,ENGLISH,
2934,default,37,Yes,,Male,English,
3022,default,20,Yes,,Female,English,
2846,default,21,Yes,,Other,English,
3031,default,41,Yes,,Male,English ,
2963,default,21,Yes,,Female,English,
2819,default,19,Yes,,Female,English,
2997,default,23,Yes,,Female,English,
2793,default,18,Yes,"These were weird in my opinion, I think the lack of information regarding which words were being stressed was the source of confusion for a lot of my answers, as I could see it both ways for some of them.",Male,English,
2891,default,20,Yes,,Female,English,
2908,default,23,Yes,,Female,English,
2833,default,34,Yes,,Female,English ,
2913,default,23,Yes,"Kind of counfused what the point of the experiment is. Specifically with the 2nd half of the study, I do not understand why every response began with ""thats true, but..."". In real life people would likely address the other person's statement in the order they spoke it, not backwards like in this study. For example ""well, mandy didn't prove it, but it is true that ___ did ____"".",Male,English,
2965,default,39,Yes,n/a,Male,english,
2975,default,63,Yes,,Female,English,
3037,default,31,Yes,This is a interesting survey. ,Male,Englush,
2900,default,29,Yes,,Female,English,
2795,default,31,Yes,,Female,English,
2838,default,32,Yes,,Female,English,
2969,default,25,Yes,,Male,English,
2983,default,20,Yes,,Female,english,
2801,default,24,Yes,,Other,English,
2980,default,19,Yes,,Female,English,
2870,default,32,Yes,Nice survey,Male,English,
3001,default,26,Yes,,Female,English,
2990,default,26,Yes,,Female,english,
2959,default,20,Yes,,Other,English,
2824,default,23,Yes,,Female,English,
2822,default,30,Yes,,Female,English,
2797,default,26,Yes,,Male,English,
3015,default,33,Yes,,Female,english,
3049,default,30,Yes,,Female,English,
2992,default,48,Yes,n/a,Female,English,
3019,default,41,Yes,This is a nice study . ,Male,English,
2949,default,21,Yes,,Female,english,
3042,default,22,Yes,,Female,English,
2865,default,26,Yes,,Female,English,
2806,default,24,Yes,,Female,English,
3007,default,25,Yes,,Female,English,
3028,default,27,Yes,,Female,English,
2850,default,18,Yes,,Female,English,
2957,default,30,Yes,,Female,English ,
2863,default,36,Yes,,Female,English,
2813,default,18,Yes,,Female,English,
2835,default,26,Yes,,Female,Englsh,
2821,default,42,Yes,,Female,english,
2825,default,25,Yes,,Female,English,
2940,default,28,Yes,,Female,English,
2932,default,21,Yes,,Female,English,
3010,default,20,Yes,,Female,English,
3003,default,21,Yes,,Male,english,
2905,default,23,Yes,,Female,English,
3041,default,20,Yes,,Male,English,
2849,default,47,No,,Male,English,
2857,default,21,Yes,,Female,English,
2834,default,21,Yes,,Female,English,
2809,default,22,Yes,I struggled a little bit to decide if the statements were good or not even if they were grammatically correct.,Female,English,
