workerid,proliferate.condition,age,american,comments,gender,language,error
165,default,40,Yes,,Female,English,
240,default,24,Yes,I don't have any at this time. ,Male,English,
338,default,31,Yes,,Male,English,
195,default,34,Yes,,Male,english,
210,default,27,Yes,,Male,English,
119,default,21,Yes,,Female,English,
266,default,27,Yes,Very interesting language experiment.,Male,English,
224,default,27,Yes,,Male,English,
131,default,21,Yes,,Male,English,
308,default,57,Yes,,Female,english ,
276,default,22,No,n/a,Male,Spanish,
135,default,34,Yes,,Female,English,
99,default,41,Yes,,Male,English,
306,default,43,Yes,Very interesting!,Female,English,
228,default,69,Yes,,Female,English,
249,default,24,Yes,everything was great ,Male,English,
264,default,25,Yes,Clear and concise instructions,Female,english,
260,default,41,Yes,Study was fine. Thank you,Female,English,
321,default,29,Yes,,Male,,
179,default,30,Yes,,Male,English,
199,default,27,Yes,,Male,English,
356,default,37,Yes,,Male,English,
304,default,29,Yes,,Female,English,
292,default,22,Yes,,Male,English,
51,default,32,Yes,,Male,English,
290,default,41,Yes,,Male,English,
180,default,22,Yes,,Male,English,
232,default,32,Yes,,Female,English,
52,default,33,Yes,Enjoyed partaking in this experiment.,Female,english,
185,default,60,Yes,,Female,English,
142,default,22,Yes,,Male,Enlgish,
213,default,20,Yes,,Female,English,
285,default,34,Yes,,Female,English,
125,default,22,Yes,,Female,English,
196,default,51,Yes,,Female,English,
215,default,26,Yes,,Female,English,
169,default,41,Yes,,Female,english,
252,default,31,Yes,Interesting survey,Male,English,
163,default,26,Yes,,Female,english,
328,default,20,Yes,,Female,english,
334,default,56,Yes,I had fun!,Female,English,
239,default,37,Yes,,Female,English,
288,default,39,Yes,,Male,English,
331,default,37,Yes,,Male,English,
97,default,44,Yes,,Female,English,
63,default,19,Yes,Interesting survey! The questions were fairly confusing however,Male,English,
175,default,20,Yes,Instructions were a bit confusing in the first part.,Female,English,
354,default,21,Yes,,Female,English,
58,default,33,Yes,,Female,English,
157,default,21,Yes,,Female,English,
211,default,35,Yes,,Female,English,
158,default,55,Yes,It took me a few minutes (sorry) to understand what I was being tasked with so I think some of my early answers in each part were wrong headed.,Female,English,
225,default,36,Yes,,Female,English,
108,default,31,Yes,None thanks,Male,English,
314,default,51,Yes,,Female,English,
181,default,30,Yes,,Male,English,
205,default,50,Yes,,Male,English,
94,default,57,Yes,,Male,English,
337,default,60,Yes,,Female,English ,
294,default,42,Yes,,Female,English,
154,default,26,Yes,,Female,English,
282,default,18,Yes,,Female,English,
138,default,21,Yes,,Male,English,
360,default,30,Yes,,Female,English,
65,default,29,Yes,,Female,English,
78,default,31,Yes,,Female,English,
105,default,38,Yes,,Male,English,
286,default,37,Yes,,Male,English,
124,default,27,Yes,,Male,English,
77,default,26,Yes,"The thing is that depending on context/inflections [I am not a linguist] there are multiple ways of ""reading"" the majority of these statements. If the speaker was issuing a retort, semantically, the statements could be read in a different way than if the speaker was relaying positive information. The fact that different words have varying significances in the study's characteristic formulation [per A, not X] is often overwhelmed by this ""flatness"" of the dialogue which can be subject to multiple readings.",Male,English,
92,default,45,Yes,,Male,English,
302,default,31,Yes,,Male,English,
330,default,44,Yes,,Male,english,
190,default,50,Yes,,Male,english,
307,default,36,Yes,,Female,english,
203,default,21,Yes,,Male,English,
204,default,34,Yes,No comments,Male,English,
120,default,37,Yes,,Female,English,
170,default,54,Yes,,Female,English,
327,default,57,Yes,No comments,Female,English,
256,default,34,Yes,,Female,English,
313,default,51,Yes,,Female,English,
110,default,27,Yes,I can't think of anything; this was a really interesting experiment. ,Female,English,
335,default,19,Yes,,Male,English,
159,default,43,Yes,,Female,English,
230,default,54,Yes,"This was very interesting, after a while (in the second part of the task) I found myself wondering if maybe x DID answer y's question, when for the first few I was certain.  Very interesting - thanks for the opportunity to participate!",Female,English,
234,default,28,Yes,,Male,English,
161,default,33,Yes,,Female,english,
279,default,34,Yes,,Male,English,
325,default,25,Yes,,Female,English,
130,default,36,Yes,,Female,American English,
176,default,35,Yes,,Male,English,
312,default,26,Yes,,Other,English,
67,default,27,Yes,,Male,English,
303,default,23,Yes,,Male,English,
202,default,36,Yes,n/a,Female,English,
291,default,24,Yes,No,Other,English,
62,default,47,Yes,,Male,English,
116,default,29,Yes,,Female,English,
115,default,27,Yes,,Female,English,
91,default,19,Yes,,Male,English,
46,default,24,Yes,,Male,English,
254,default,48,Yes,,Female,English,
275,default,34,Yes,,Male,English,
184,default,35,Yes,Survey was interesting and inspiring ,Male,English,
168,default,24,Yes,,Male,English,
277,default,31,Yes,,Male,english,
86,default,36,Yes,,Female,english,
299,default,32,Yes,,Male,English,
284,default,57,Yes,none,Female,english,
100,default,39,Yes,,Male,English,
106,default,19,Yes,this made my brain hurt,Male,English,
217,default,21,Yes,,Male,English,
145,default,31,Yes,,Female,English,
271,default,40,Yes,,Male,English,
166,default,51,Yes,,Male,English,
121,default,21,Yes,,Other,English,
50,default,31,Yes,,Male,English,
60,default,46,Yes,,Female,English,
137,default,69,Yes,"Sentence syntax was often confusing.  Which, I believe may have been the point.  The researcher didn't say if syntax was what they were researching.  ""Are you sure""  Sorry - trying to be humerous.",Male,English,
69,default,36,Yes,,Female,English,
54,default,25,Yes,,Male,English,
174,default,32,Yes,,Female,English,
85,default,25,Yes,,Female,English,
242,default,38,Yes,,Male,English,
358,default,30,Yes,,Male,English,
191,default,25,Yes,"This was interesting and fun, thank you and good luck with your research! ",Female,English,
221,default,40,Yes,,Female,English,
341,default,34,Yes,none,Female,English ,
296,default,37,Yes,this was an interesting survey,Female,english,
233,default,26,Yes,,Female,English,
258,default,41,Yes,,Male,English,
64,default,42,Yes,,Female,English ,
112,default,74,Yes,none,Female,english,
322,default,62,Yes,,Female,english,
212,default,18,Yes,,Male,English,
362,default,24,Yes,N/A,Female,English,
280,default,30,Yes,,Female,English,
84,default,26,No,,Female,English,
98,default,48,Yes,,Female,English,
359,default,22,Yes,,Male,English,
248,default,23,Yes,none,Female,English,
229,default,21,Yes,,Male,English,
206,default,20,Yes,too many questions,Male,English,
309,default,43,Yes,,Female,English,
267,default,68,Yes,,Female,english,
70,default,21,Yes,,Male,english,
301,default,24,Yes,,Female,English,
139,default,24,Yes,,Female,English,
66,default,41,Yes,Nice reading survey,Male,English,
47,default,37,Yes,,Female,English,
162,default,64,Yes,,Male,english,
141,default,26,Yes,,Male,english spanish,
348,default,35,Yes,i have enjoyed this study,Female,English,
104,default,36,Yes,,Male,English,
57,default,22,Yes,,Male,English,
122,default,19,Yes,had me second guessing myself most of the time,Male,"English, Spanish",
316,default,40,Yes,Have a nice day!,Male,English,
188,default,64,Yes,,Male,English,
320,default,26,Yes,,Other,English,
114,default,20,Yes,,Female,English,
259,default,33,Yes,I enjoyed this experiment.,Male,English,
147,default,36,Yes,,Male,English,
144,default,20,Yes,,Male,English,
364,default,21,Yes,,Female,spanish english,
164,default,32,Yes,,Female,English,
186,default,46,Yes,,Male,English,
352,default,22,Yes,It would be a little to use arrow keys to say yes or no,Male,English,
53,default,26,Yes,,Female,English,
326,default,44,Yes,Thank You ,Male,English,
146,default,20,Yes,It was interesting!,Female,english,
216,default,24,Yes,,Male,English,
194,default,68,Yes,Hope I was helpful,Male,,
71,default,28,Yes,,Female,English,
178,default,20,Yes,,Male,English,
182,default,26,Yes,,Male,English,
192,default,23,Yes,,Female,English,
349,default,34,Yes,,Male,English,
113,default,53,Yes,Good luck on your research.,Female,English,
61,default,26,Yes,"I had a blast! This was a little hard at times, which was nice!",Male,English,
134,default,58,Yes,,Female,English,
79,default,41,Yes,,Female,english,
251,default,23,Yes,,Female,english,
344,default,37,Yes,n/a,Female,English,
153,default,41,Yes,No comment.,Male,English,
187,default,36,Yes,,Female,English,
102,default,26,Yes,,Female,English,
281,default,18,Yes,None,Male,English,
208,default,53,Yes,,Male,english,
132,default,18,Yes,,Female,English,
201,default,36,Yes,n/a,Female,english,
319,default,20,Yes,,Male,English,
101,default,32,,,Male,English,
81,default,24,Yes,,Female,English,
250,default,39,Yes,"Hello, the last set of questions seemed so easy for the most part I started to wonder if I was being tricked or missing something. Good luck with your research...",Male,english,
49,default,20,Yes,,Female,english,
107,default,39,Yes,"This was worded really weird, I have no idea if I was picking the correct responses, or at least responses that felt correct to me. ",Male,English,
243,default,28,Yes,"I grew up sometimes speaking Mandarin Chinese, but English has always been my native language and spoken at home",Female,English,
235,default,28,Yes,,Female,English,
56,default,21,Yes,,Female,english,
117,default,30,Yes,,Male,English,
363,default,18,Yes,,Female,English,
300,default,30,Yes,,Female,spanish english,
246,default,43,Yes,,Male,English,
324,default,49,Yes,Curious about the 2nd half. Almost none of the answers were a strong yes due to the phrasing of the statements,Female,english,
123,default,21,Yes,,Female,English,
74,default,33,Yes,,Female,English,
293,default,37,Yes,This was interesting. Thanks.,Male,English,
351,default,18,Yes,"Interesting experiment, it really tested my knowledge of being able to answer if someone really answered the persons question. ",Male,English,
223,default,37,Yes,,Male,English,
350,default,71,Yes,None.,Female,English,
237,default,51,Yes,,Female,English,
209,default,30,Yes,"In general I was a little confused. It was hard in a lot of questions to determine what they knew, which I suppose was the point, but I still struggled with it. ",Male,English,
59,default,21,Yes,,Male,english,
343,default,21,Yes,None,Female,English,
310,default,46,Yes,n/a,Male,English,
183,default,25,Yes,,Male,english,
218,default,21,Yes,N/A,Male,English,
96,default,40,Yes,good and well,Male,einglish,
156,default,26,Yes,,Female,English,
361,default,25,Yes,none,Female,english,
44,default,38,Yes,,Female,English,
244,default,51,Yes,Some of those were difficult to figure out. It would have been useful to hear voice inflections. ,Female,ENglish,
295,default,19,Yes,,Male,"English, Cantonese",
231,default,31,Yes,,Female,English,
265,default,25,Yes,,Female,English,
329,default,38,Yes,good survey,Female,english,
220,default,50,Yes,,Male,english,
149,default,31,Yes,It was interesting.,Female,English,
245,default,31,Yes,,Male,,
311,default,66,Yes,none,Female,English,
323,default,18,Yes,,Male,English,
155,default,19,Yes,,Male,English,
89,default,29,Yes,,Male,English,
278,default,20,Yes,,Male,english,
140,default,30,Yes,,Male,english,
226,default,22,Yes,,Female,english,
318,default,19,Yes,Get rid of the sliding scale,Male,Vietnamese,
238,default,74,Yes,OSU Class of 68.,Male,English,
289,default,21,Yes,none,Male,English,
136,default,36,Yes,,Male,english,
148,default,34,Yes,,Male,English,
297,default,41,Yes,,Male,English ,
298,default,53,Yes,,Female,English,
76,default,25,Yes,,Female,english,
236,default,30,Yes,,Female,English,
189,default,37,Yes,,Other,English,
247,default,20,No,,Male,English ,
332,default,22,Yes,,Female,English,
83,default,39,Yes,,Male,English,
160,default,23,Yes,,Female,English,
