workerid,proliferate.condition,age,american,comments,gender,language,error
410,default,27,Yes,,Female,English,
507,default,22,Yes,,,English,
409,default,32,Yes,,Female,English,
453,default,30,Yes,,Female,English,
452,default,42,Yes,,Female,English,
632,default,34,Yes,,Female,English,
606,default,19,Yes,,Male,English,
476,default,26,Yes,,Male,english,
578,default,21,Yes,,Male,English,
531,default,60,Yes,,Female,English,
627,default,28,Yes,,Male,English,
464,default,33,Yes,,Female,English,
444,default,28,Yes,,Male,English,
591,default,36,Yes,,Male,English,
618,default,29,Yes,,Female,English,
398,default,36,Yes,,Male,english,
472,default,22,Yes,The questions are tricky because they might've answered one part of the question but not the other to confirm if the person that suggested or said something actually did it....interesting,Female,English,
438,default,28,Yes,none,Female,English,
625,default,25,Yes,,Female,English,
527,default,34,Yes,,Male,English,
648,default,25,Yes,,Male,English,
460,default,40,Yes,,Male,English,
666,default,24,Yes,"the intentions of reading these statements depend on your understand of what ""perhaps"" means ",Female,english,
652,default,64,Yes,"I noticed that in the first set of questions, the second speaker COULD be responding to the second part of the first speaker's sentence, so it is possible that the first speaker's answer IS answering the ""are you sure"" question.",Female,English,
385,default,23,Yes,,Female,English,
654,default,34,Yes,,Female,English,
378,default,18,Yes,,Male,,
673,default,36,Yes,none,Male,English,
432,default,36,Yes,,Male,english,
483,default,24,Yes,,Female,English,
641,default,27,Yes,,Other,English,
450,default,62,Yes,,Male,English,
377,default,44,Yes,,Male,English,
529,default,29,Yes,,Female,English,
602,default,20,Yes,,Female,English,
638,default,20,Yes,No comment,Male,English and spanish,
630,default,24,Yes,,Female,English,
439,default,47,Yes,,Male,English,
436,default,22,Yes,none. this was a bit challenging,Male,english,
459,default,26,Yes,It took me a while to get the feel for what the questions were asking so my first answers in each section aren't as solid as the later answers,Male,english,
675,default,30,Yes,,Female,English,
601,default,18,Yes,,Male,English,
437,default,23,Yes,none,Male,english,
480,default,21,Yes,,Other,English,
649,default,55,Yes,I don't have any comments,Male,English,
548,default,33,Yes,,Male,English,
551,default,44,Yes,,Female,English,
624,default,32,Yes,,Female,English,
498,default,28,Yes,,Female,English,
560,default,31,Yes,,Male,English,
504,default,24,Yes,,Male,English,
549,default,29,Yes,,Female,english,
665,default,29,Yes,,Male,English,
494,default,34,Yes,,,English,
647,default,61,Yes,,Female,English,
535,default,32,Yes,"It was difficult for me sometimes to determine the level of certainty on the part of the speaker. In my experience, tone and intonation are very important in determining someone's meaning. Some instances were very clear, when the speaker stated something that was happening as a fact (e.g., the kids are in the garage) but others were a little more unclear. I tried to make my decision based off how speculative the speaker sounded, like if they were guessing about what actually happened or merely expressing an opinion. ",Female,English,
577,default,28,Yes,,Female,English,
470,default,22,Yes,I thought for most of the questions I could be a maybe no based on how the dialogue was set up. ,Male,English,
542,default,25,Yes,,Male,English,
587,default,46,Yes,,Female,English,
406,default,44,Yes,,Female,English,
534,default,38,Yes,none,Female,english,
399,default,53,Yes,,Female,English,
394,default,22,Yes,,Other,English,
658,default,25,Yes,,Female,English,
426,default,26,Yes,NA,Female,English,
519,default,31,Yes,no,Male,English,
639,default,24,Yes,,Male,English ,
589,default,45,Yes,None,Female,English,
653,default,27,Yes,,Female,English,
425,default,36,Yes,,Male,English,
581,default,28,Yes,well structured,Male,English,
603,default,60,Yes,,Female,English,
579,default,29,Yes,,Female,English,
566,default,53,Yes,,Female,English,
486,default,39,Yes,I found this quite difficult without hearing the context of the sentences. I feel like if I had heard these questions spoke out loud I would have known for sure but just reading them it was hard to decipher if the question was answered,Male,English,
458,default,28,Yes,,Female,English,
526,default,39,Yes,No comment,Male,English,
497,default,22,Yes,,Male,English,
417,default,21,Yes,,Male,English,
590,default,54,Yes,,Female,English,
584,default,21,Yes,,Other,English,
582,default,26,Yes,,Female,English,
595,default,28,Yes,,Female,English,
485,default,52,Yes,,Female,English,
448,default,35,Yes,,Male,English,
508,default,25,Yes,,Female,English,
690,default,22,Yes,,Male,"English, Spanish",
390,default,18,Yes,,Female,English,
374,default,33,Yes,LOVELY,Male,ENGLISH,
543,default,51,Yes,"This was interesting and a little tricky. Sometimes the wording was a little off, making the sentence ambiguous. I just want to make sure that my responses don't look random!
In any event, I appreciated participating and wish you well with your research.",Male,Engkish,
643,default,21,Yes,,Male,English,
635,default,22,Yes,,Male,English,
558,default,21,Yes,,Male,English,
487,default,27,Yes,,Male,english,
562,default,25,Yes,,Female,English,
376,default,41,Yes,,Male,English,
431,default,30,Yes,,Female,English,
677,default,40,Yes,,Female,English,
420,default,21,,,Female,English,
623,default,48,Yes,,Female,English,
571,default,38,Yes,,Male,English,
408,default,30,Yes,,Female,English,
372,default,18,Yes,,Female,english,
471,default,28,Yes,,Male,English,
421,default,20,Yes,"I was a little confused in the first half of the study. ""Perhaps"" implies uncertainty so I didn't think the people were entirely positive about their responses.",Female,English,
614,default,31,Yes,,Male,english,
559,default,42,Yes,,Male,English,
619,default,65,Yes,none thanks,Female,English,
490,default,24,Yes,,Male,English,
522,default,33,Yes,I would be interested to see the result.,Female,English,
442,default,28,Yes,,Female,English,
454,default,32,Yes,This was hard to understand at first even after reading the initial instructions. I am sure I got several of the first questions wrong in both of the two sets.,Male,English,
449,default,22,Yes,,Male,English,
525,default,62,Yes,"No offense, but a little repetitive especially at the beginning.",Female,English,
689,default,22,Yes,,Female,English,
637,default,29,Yes,"I think that the first section was generally a ""no"" for most answers as the possible fact was being restated, but the action around that fact was still uncertain, so the question was never truly answered.",Male,English,
489,default,34,Yes,,Female,English,
447,default,38,Yes,Nothing,Female,English,
610,default,50,Yes,What was the question? How do I know if they answered the question if the question isn't there. ,Male,English,
496,default,32,Yes,,Male,English,
468,default,22,Yes,,Male,english,
576,default,37,Yes,,Male,English,
608,default,34,Yes,,Male,English,
482,default,29,Yes,,Female,english,
373,default,67,Yes,,Female,English,
633,default,28,Yes,"I was a bit confused at first, but after the first few questions, I understood it.",Male,English,
680,default,20,Yes,,Female,English,
547,default,21,Yes,,Male,English,
668,default,31,Yes,Nice study ,Female,English ,
683,default,46,Yes,very interesting,Female,English,
611,default,22,Yes,,Female,English,
660,default,40,Yes,,Male,English,
667,default,39,Yes,,Male,English,
575,default,33,Yes,No comments.,Female,English,
392,default,33,Yes,very nice experiment,Male,English,
479,default,29,Yes,,Female,English,
427,default,21,Yes,,Male,English,
674,default,24,Yes,"Hardly anyone talks like 'perhaps x established that y', it's needlessly complicated.",Other,English,
514,default,62,Yes,I don't have any comments.,Male,english,
382,default,26,Yes,None,Female,English,
477,default,22,Yes,,Female,English,
