workerid,proliferate.condition,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,error
1038,default,block1,julian,ai,0.91,8694,confirm,16,confirm,C,
1038,default,block1,ballet,ai,0.94,17323,MC,17,MC,MC,
1038,default,block1,mia,ai,0.81,23047,establish,18,establish,C,
1038,default,block1,grace,ai,0.63,8175,acknowledge,19,acknowledge,C,
1038,default,block1,jon,ai,0.67,7068,suggest,20,suggest,C,
1038,default,block1,mary,ai,0.23,7167,pretend,21,pretend,C,
1038,default,block1,jayden,ai,0.22,5540,know,22,know,C,
1038,default,block1,danny,ai,0.59,7803,announce,23,announce,C,
1038,default,block1,emma,ai,0.79,8008,say,24,say,C,
1038,default,block1,owen,ai,0.23,10984,inform,25,inform,C,
1038,default,block1,hat,ai,0.99,6427,MC,26,MC,MC,
1038,default,block1,pizza,ai,0.98,6108,MC,27,MC,MC,
1038,default,block1,emily,ai,0.15,5677,think,28,think,C,
1038,default,block1,isabella,ai,0.97,9139,be_right,29,be_right,C,
1038,default,block1,tony,ai,0.67,11477,hear,30,hear,C,
1038,default,block2,julian,projective,0.01,19699,confirm,32,confirm,C,
1038,default,block2,owen,projective,0.98,9308,inform,33,inform,C,
1038,default,block2,kids,projective,0,5891,MC,34,MC,MC,
1038,default,block2,emma,projective,0.01,10629,say,35,say,C,
1038,default,block2,jayden,projective,0.98,6004,know,36,know,C,
1038,default,block2,mary,projective,0.03,7237,pretend,37,pretend,C,
1038,default,block2,ballet,projective,0.04,13073,MC,38,MC,MC,
1038,default,block2,zoe,projective,0.96,10901,be_annoyed,39,be_annoyed,C,
1038,default,block2,danny,projective,0.02,6756,announce,40,announce,C,
1038,default,block2,josh,projective,0.02,10240,confess,41,confess,C,
1038,default,block2,sophia,projective,0.64,19402,admit,42,admit,C,
1038,default,block2,tony,projective,0.97,6309,hear,43,hear,C,
1038,default,block2,mia,projective,0.01,9314,establish,44,establish,C,
1038,default,block2,garage,projective,0.01,5079,MC,45,MC,MC,
1038,default,block2,emily,projective,0.01,26965,think,46,think,C,
1038,default,block2,muffins,projective,0.01,4845,MC,47,MC,MC,
1038,default,block2,hat,projective,0.01,5872,MC,48,MC,MC,
1038,default,block2,josie,projective,0.98,6226,see,49,see,C,
1038,default,block2,frank,projective,0.98,9176,demonstrate,50,demonstrate,C,
1038,default,block2,jon,projective,0.01,7924,suggest,51,suggest,C,
1038,default,block2,olivia,projective,0.01,6346,prove,52,prove,C,
1038,default,block2,jackson,projective,0.99,8658,reveal,53,reveal,C,
1038,default,block2,pizza,projective,0.02,21781,MC,54,MC,MC,
1038,default,block2,charley,projective,0.01,13568,discover,55,discover,C,
1038,default,block2,grace,projective,0.98,10231,acknowledge,56,acknowledge,C,
1038,default,block2,isabella,projective,0.01,5010,be_right,57,be_right,C,
1037,default,block1,sophia,projective,0.98,8642,see,5,see,C,
1037,default,block1,garage,projective,0.24,22582,MC,6,MC,MC,
1037,default,block1,ballet,projective,0.16,13456,MC,7,MC,MC,
1037,default,block1,mary,projective,0.47,13923,demonstrate,8,demonstrate,C,
1037,default,block1,charley,projective,0.59,7213,announce,9,announce,C,
1037,default,block1,grace,projective,0.18,22181,pretend,10,pretend,C,
1037,default,block1,kids,projective,0.17,7834,MC,11,MC,MC,
1037,default,block1,tony,projective,0.55,16015,admit,12,admit,C,
1037,default,block1,owen,projective,0.56,16130,confess,13,confess,C,
1037,default,block1,jon,projective,0.31,12454,reveal,14,reveal,C,
1037,default,block1,muffins,projective,0.25,5496,MC,15,MC,MC,
1037,default,block1,josh,projective,0.15,146024,say,16,say,C,
1037,default,block1,emily,projective,0.94,7510,hear,17,hear,C,
1037,default,block1,olivia,projective,0.54,32080,confirm,18,confirm,C,
1037,default,block1,danny,projective,0.5,69050,be_annoyed,19,be_annoyed,C,
1037,default,block1,mia,projective,0.72,7995,discover,20,discover,C,
1037,default,block1,julian,projective,0.26,5239,suggest,21,suggest,C,
1037,default,block1,josie,projective,0.52,6068,prove,22,prove,C,
1037,default,block1,jackson,projective,0.62,12537,be_right,23,be_right,C,
1037,default,block1,frank,projective,0.87,19726,inform,24,inform,C,
1037,default,block1,emma,projective,0.36,4748,establish,25,establish,C,
1037,default,block1,jayden,projective,0.23,8394,think,26,think,C,
1037,default,block1,zoe,projective,0.93,6031,acknowledge,27,acknowledge,C,
1037,default,block1,hat,projective,0.52,6824,MC,28,MC,MC,
1037,default,block1,pizza,projective,0.03,14575,MC,29,MC,MC,
1037,default,block1,isabella,projective,1,7434,know,30,know,C,
1037,default,block2,garage,ai,0.98,8098,MC,32,MC,MC,
1037,default,block2,hat,ai,0.98,4498,MC,33,MC,MC,
1037,default,block2,jackson,ai,0.94,9275,be_right,34,be_right,C,
1037,default,block2,olivia,ai,0.35,11876,confirm,35,confirm,C,
1037,default,block2,emma,ai,0.34,7378,establish,36,establish,C,
1037,default,block2,isabella,ai,0.35,8400,know,37,know,C,
1037,default,block2,emily,ai,0.35,4229,hear,38,hear,C,
1037,default,block2,mary,ai,0.61,6033,demonstrate,39,demonstrate,C,
1037,default,block2,charley,ai,0.31,4115,announce,40,announce,C,
1037,default,block2,kids,ai,0.96,15902,MC,41,MC,MC,
1037,default,block2,julian,ai,0.84,9927,suggest,42,suggest,C,
1037,default,block2,sophia,ai,0.29,4254,see,43,see,C,
1037,default,block2,tony,ai,0.63,6151,admit,44,admit,C,
1037,default,block2,josie,ai,0.71,4467,prove,45,prove,C,
1037,default,block2,mia,ai,0.29,4774,discover,46,discover,C,
1037,default,block2,josh,ai,0.74,6726,say,47,say,C,
1037,default,block2,muffins,ai,0.96,5431,MC,48,MC,MC,
1037,default,block2,frank,ai,0.05,7155,inform,49,inform,C,
1037,default,block2,ballet,ai,0.97,5061,MC,50,MC,MC,
1037,default,block2,jayden,ai,0.07,4539,think,51,think,C,
1037,default,block2,owen,ai,0.25,6067,confess,52,confess,C,
1037,default,block2,jon,ai,0.24,13776,reveal,53,reveal,C,
1037,default,block2,zoe,ai,0.03,4715,acknowledge,54,acknowledge,C,
1037,default,block2,danny,ai,0.02,4602,be_annoyed,55,be_annoyed,C,
1037,default,block2,grace,ai,0.03,9167,pretend,56,pretend,C,
1037,default,block2,pizza,ai,0.98,4185,MC,57,MC,MC,
1043,default,block1,tony,ai,1,14961,establish,5,establish,C,
